filename,split,class,class_id,source,interference
cs_mcod00001.jpg,train,camouflage_soldier,1,real,False
cs_mcod00003.jpg,train,camouflage_soldier,1,real,False
cs_mcod00004.jpg,train,camouflage_soldier,1,real,False
cs_mcod00005.jpg,train,camouflage_soldier,1,real,False
cs_mcod00006.jpg,train,camouflage_soldier,1,real,False
cs_mcod00007.jpg,train,camouflage_soldier,1,real,False
cs_mcod00008.jpg,train,camouflage_soldier,1,real,False
cs_mcod00009.jpg,train,camouflage_soldier,1,real,False
cs_mcod00010.jpg,train,camouflage_soldier,1,real,False
cs_mcod00011.jpg,train,camouflage_soldier,1,real,False
cs_mcod00012.jpg,train,camouflage_soldier,1,real,False
cs_mcod00013.jpg,train,camouflage_soldier,1,real,False
cs_mcod00014.jpg,train,camouflage_soldier,1,real,False
cs_mcod00015.jpg,train,camouflage_soldier,1,real,False
cs_mcod00016.jpg,train,camouflage_soldier,1,real,False
cs_mcod00017.jpg,train,camouflage_soldier,1,real,False
cs_mcod00018.jpg,train,camouflage_soldier,1,real,False
cs_mcod00019.jpg,train,camouflage_soldier,1,real,False
cs_mcod00020.jpg,train,camouflage_soldier,1,real,False
cs_mcod00021.jpg,train,camouflage_soldier,1,real,False
cs_mcod00023.jpg,train,camouflage_soldier,1,real,False
cs_mcod00025.jpg,train,camouflage_soldier,1,real,False
cs_mcod00026.jpg,train,camouflage_soldier,1,real,False
cs_mcod00027.jpg,train,camouflage_soldier,1,real,False
cs_mcod00028.jpg,train,camouflage_soldier,1,real,False
cs_mcod00030.jpg,train,camouflage_soldier,1,real,False
cs_mcod00031.jpg,train,camouflage_soldier,1,real,False
cs_mcod00033.jpg,train,camouflage_soldier,1,real,False
cs_mcod00034.jpg,train,camouflage_soldier,1,real,False
cs_mcod00036.jpg,train,camouflage_soldier,1,real,False
cs_mcod00037.jpg,train,camouflage_soldier,1,real,False
cs_mcod00038.jpg,train,camouflage_soldier,1,real,False
cs_mcod00054.jpg,train,camouflage_soldier,1,real,False
cs_mcod00057.jpg,train,camouflage_soldier,1,real,False
cs_mcod00058.jpg,train,camouflage_soldier,1,real,False
cs_mcod00059.jpg,train,camouflage_soldier,1,real,False
cs_mcod00060.jpg,train,camouflage_soldier,1,real,False
cs_mcod00061.jpg,train,camouflage_soldier,1,real,False
cs_mcod00062.jpg,train,camouflage_soldier,1,real,False
cs_mcod00063.jpg,train,camouflage_soldier,1,real,False
cs_mcod00064.jpg,train,camouflage_soldier,1,real,False
cs_mcod00065.jpg,train,camouflage_soldier,1,real,False
cs_mcod00066.jpg,train,camouflage_soldier,1,real,False
cs_mcod00067.jpg,train,camouflage_soldier,1,real,False
cs_mcod00068.jpg,train,camouflage_soldier,1,real,False
cs_mcod00069.jpg,train,camouflage_soldier,1,real,False
cs_mcod00070.jpg,train,camouflage_soldier,1,real,False
cs_mcod00071.jpg,train,camouflage_soldier,1,real,False
cs_mcod00072.jpg,train,camouflage_soldier,1,real,False
cs_mcod00074.jpg,train,camouflage_soldier,1,real,False
cs_mcod00075.jpg,train,camouflage_soldier,1,real,False
cs_mcod00076.jpg,train,camouflage_soldier,1,real,False
cs_mcod00077.jpg,train,camouflage_soldier,1,real,False
cs_mcod00078.jpg,train,camouflage_soldier,1,real,False
cs_mcod00100.jpg,train,camouflage_soldier,1,real,False
cs_mcod00101.jpg,train,camouflage_soldier,1,real,False
cs_mcod00102.jpg,train,camouflage_soldier,1,real,False
cs_mcod00103.jpg,train,camouflage_soldier,1,real,False
cs_mcod00104.jpg,train,camouflage_soldier,1,real,False
cs_mcod00105.jpg,train,camouflage_soldier,1,real,False
cs_mcod00106.jpg,train,camouflage_soldier,1,real,False
cs_mcod00108.jpg,train,camouflage_soldier,1,real,False
cs_mcod00110.jpg,train,camouflage_soldier,1,real,False
cs_mcod00112.jpg,train,camouflage_soldier,1,real,False
cs_mcod00113.jpg,train,camouflage_soldier,1,real,False
cs_mcod00114.jpg,train,camouflage_soldier,1,real,False
cs_mcod00116.jpg,train,camouflage_soldier,1,real,False
cs_mcod00118.jpg,train,camouflage_soldier,1,real,False
cs_mcod00119.jpg,train,camouflage_soldier,1,real,False
cs_mcod00120.jpg,train,camouflage_soldier,1,real,False
cs_mcod00121.jpg,train,camouflage_soldier,1,real,False
cs_mcod00122.jpg,train,camouflage_soldier,1,real,False
cs_mcod00123.jpg,train,camouflage_soldier,1,real,False
cs_mcod00124.jpg,train,camouflage_soldier,1,real,False
cs_mcod00125.jpg,train,camouflage_soldier,1,real,False
cs_mcod00126.jpg,train,camouflage_soldier,1,real,False
cs_mcod00127.jpg,train,camouflage_soldier,1,real,False
cs_mcod00128.jpg,train,camouflage_soldier,1,real,False
cs_mcod00129.jpg,train,camouflage_soldier,1,real,False
cs_mcod00131.jpg,train,camouflage_soldier,1,real,False
cs_mcod00132.jpg,train,camouflage_soldier,1,real,False
cs_mcod00134.jpg,train,camouflage_soldier,1,real,False
cs_mcod00135.jpg,train,camouflage_soldier,1,real,False
cs_mcod00137.jpg,train,camouflage_soldier,1,real,False
cs_mcod00139.jpg,train,camouflage_soldier,1,real,False
cs_mcod00140.jpg,train,camouflage_soldier,1,real,False
cs_mcod00141.jpg,train,camouflage_soldier,1,real,False
cs_mcod00142.jpg,train,camouflage_soldier,1,real,False
cs_mcod00143.jpg,train,camouflage_soldier,1,real,False
cs_mcod00144.jpg,train,camouflage_soldier,1,real,False
cs_mcod00145.jpg,train,camouflage_soldier,1,real,False
cs_mcod00146.jpg,train,camouflage_soldier,1,real,False
cs_mcod00147.jpg,train,camouflage_soldier,1,real,False
cs_mcod00148.jpg,train,camouflage_soldier,1,real,False
cs_mcod00149.jpg,train,camouflage_soldier,1,real,False
cs_mcod00150.jpg,train,camouflage_soldier,1,real,False
cs_mcod00151.jpg,train,camouflage_soldier,1,real,False
cs_mcod00154.jpg,train,camouflage_soldier,1,real,False
cs_mcod00155.jpg,train,camouflage_soldier,1,real,False
cs_mcod00158.jpg,train,camouflage_soldier,1,real,False
cs_mcod00198.jpg,train,camouflage_soldier,1,real,False
cs_mcod00199.jpg,train,camouflage_soldier,1,real,False
cs_mcod00202.jpg,train,camouflage_soldier,1,real,False
cs_mcod00203.jpg,train,camouflage_soldier,1,real,False
cs_mcod00204.jpg,train,camouflage_soldier,1,real,False
cs_mcod00206.jpg,train,camouflage_soldier,1,real,False
cs_mcod00207.jpg,train,camouflage_soldier,1,real,False
cs_mcod00208.jpg,train,camouflage_soldier,1,real,False
cs_mcod00210.jpg,train,camouflage_soldier,1,real,False
cs_mcod00212.jpg,train,camouflage_soldier,1,real,False
cs_mcod00213.jpg,train,camouflage_soldier,1,real,False
cs_mcod00214.jpg,train,camouflage_soldier,1,real,False
cs_mcod00216.jpg,train,camouflage_soldier,1,real,False
cs_mcod00217.jpg,train,camouflage_soldier,1,real,False
cs_mcod00218.jpg,train,camouflage_soldier,1,real,False
cs_mcod00219.jpg,train,camouflage_soldier,1,real,False
cs_mcod00220.jpg,train,camouflage_soldier,1,real,False
cs_mcod00221.jpg,train,camouflage_soldier,1,real,False
